,MisconceptionName,LLM_Response,MisconceptionId
6803,Estimates angle without using knowledge of degrees in quarter turns,"Question Text: Which of the following is the best estimate of the size of this angle? ![An obtuse angle]() 
Correct Answer Text: \( 120^{\circ} \) 
Wrong Answer Text: \( 90^{\circ} \)",1344
6804,Estimates angle without using knowledge of degrees in quarter turns,"Question Text: Which of the following is the best estimate of the size of this angle? ![An obtuse angle]() 
Correct Answer Text: \( 120^{\circ} \) 
Wrong Answer Text: \( 160^{\circ} \)",1344
6805,"When substituting a value into a non-linear term with a coefficient, multiplies by the coefficient then calculates the power.","Question Text: This is a part of the table of values for the equation
\(y=\frac{1}{2} x^{2}\) \begin{tabular}{|c|c|}
\hline\( x \) & \( \frac{2}{3} \) \\
\hline\( y \) & \( \bigstar \) \\
\hline
\end{tabular} What should replace the star? 
Correct Answer Text: \( \frac{2}{9} \) 
Wrong Answer Text: \( \frac{1}{9} \)",1113
6806,Mixes up squaring and multiplying by 2 or doubling,"Question Text: This is a part of the table of values for the equation
\(y=\frac{1}{2} x^{2}\) \begin{tabular}{|c|c|}
\hline\( x \) & \( \frac{2}{3} \) \\
\hline\( y \) & \( \bigstar \) \\
\hline
\end{tabular} What should replace the star? 
Correct Answer Text: \( \frac{2}{9} \) 
Wrong Answer Text: \( \frac{2}{3} \)",2316
6807,Thinks numbers are a multiple of their index,"Question Text: What is the smallest odd cube number? 
Correct Answer Text: \( 1 \) 
Wrong Answer Text: \( 3 \)",1884
6808,Mixes up odd and even numbers,"Question Text: What is the smallest odd cube number? 
Correct Answer Text: \( 1 \) 
Wrong Answer Text: \( 8 \)",421
6809,Multiplies by the index,"Question Text: Write the following using correct algebraic notation \( p \) multiplied by three lots of \( q \) 
Correct Answer Text: \( 3 p q \) 
Wrong Answer Text: \( p q^{3} \)",1072
6810,Mixes up squaring and multiplying by 4,"Question Text: What is the value of \( 3^{2} \) ? 
Correct Answer Text: \( 9 \) 
Wrong Answer Text: \( 12 \)",64
6811,Multiplies by the index,"Question Text: What is the value of \( 3^{2} \) ? 
Correct Answer Text: \( 9 \) 
Wrong Answer Text: \( 6 \)",1072
6812,Adds the index to the number,"Question Text: What is the value of \( 3^{2} \) ? 
Correct Answer Text: \( 9 \) 
Wrong Answer Text: \( 5 \)",952
6813,Multiplies by the index,"Question Text: Simplify, if possible:
\(
m^{2} \times m^{2}
\) 
Correct Answer Text: \( m^{4} \) 
Wrong Answer Text: \( 4 m \)",1072
6814,Confuses collecting like terms with multiplication,"Question Text: Simplify, if possible:
\(
m^{2} \times m^{2}
\) 
Correct Answer Text: \( m^{4} \) 
Wrong Answer Text: \( 2 m^{2} \)",1644
6815,Believes multiplying a positive by a negative gives a positive answer,"Question Text: What should replace the circle when these two brackets are expanded and simplified?
\(
(p-3)(p+1) \equiv p^{2} \triangle p \bigcirc
\) 
Correct Answer Text: \( \bigcirc=-3 \) 
Wrong Answer Text: \( \bigcirc=+3 \)",974
6816,Adds instead of multiplying when expanding bracket,"Question Text: What should replace the circle when these two brackets are expanded and simplified?
\(
(p-3)(p+1) \equiv p^{2} \triangle p \bigcirc
\) 
Correct Answer Text: \( \bigcirc=-3 \) 
Wrong Answer Text: \( \bigcirc=-2 \)",2143
6817,Finds total instead of difference when asked 'How many more',"Question Text: The bar chart shows the number of students in each year group who study French, Spanish and Chinese.

How many more Year 8s than Year 7s study French? ![An image of a vertical bar chart with bars striped red and white for French, solid blue for Spanish and solid white for Chinese (a key shows this). The x-axis is titled 'year group' with labels for Years 7 to 11. The y-axis is titled 'number of children' and its scale is from 0 to 80 in steps of 10. The following data is shown on the bar chart.
Year 7: French 42, Spanish 35, Chinese 60; Year 8: French 80, Spanish 27, Chinese 25; Year 9: French 35, Spanish 70, Chinese 12; Year 10: French 12, Spanish 35, Chinese 0; Year 11: French 33, Spanish 26, Chinese 0.]() 
Correct Answer Text: \( 38 \) 
Wrong Answer Text: \( 122 \)",673
6818,Estimates a measurement on a diagram rather than working it out,"Question Text: What is the length of the side marked \( q \) ? ![Two, intersecting circles drawn with a compass and used to construct a triangle with one side labelled with q]() 
Correct Answer Text: \( 2 \mathrm{~cm} \) 
Wrong Answer Text: \( 2.5 \mathrm{~cm} \)",1047
6819,"Given a line segment with a midpoint that is not the origin, assumes that the two end points will still have the same absolute value","Question Text: Here are two points and their midpoint. What should replace the star? ![A set of axis showing all four quadrants. Three points are marked in a straight line with a negative gradient. One lilac circle marks a point in the 1st quadrant and is labelled (-5, 5). One red circle marks a point in the 1st quadrant and is labelled (-2,1). Another lilac circle marks a point in the 4th quadrant and is labelled (gold star icon, green triangle icon) as the coordinates are unknown. ]() 
Correct Answer Text: \(\color{gold}\bigstar\) = 1 
Wrong Answer Text: \(\color{gold}\bigstar\) = 5",118
6820,Believes adding coordinates of endpoint and midpoint of a line will give the other endpoint,"Question Text: Here are two points and their midpoint. What should replace the star? ![A set of axis showing all four quadrants. Three points are marked in a straight line with a negative gradient. One lilac circle marks a point in the 1st quadrant and is labelled (-5, 5). One red circle marks a point in the 1st quadrant and is labelled (-2,1). Another lilac circle marks a point in the 4th quadrant and is labelled (gold star icon, green triangle icon) as the coordinates are unknown. ]() 
Correct Answer Text: \(\color{gold}\bigstar\) = 1 
Wrong Answer Text: \(\color{gold}\bigstar\) = -7",393
6821,Underestimates the area of shapes when counting squares when some squares are neither wholes nor halves,"Question Text: Each square is \( 1 \mathrm{~cm} \) by \( 1 \mathrm{~cm} \)

What is the area of this shape? ![A 6 by 5 centimetre squared grid. A purple right angled triangle is drawn on the grid with a base of 3cm and a perpendicular height of 3cm.]() 
Correct Answer Text: \( 4.5 \mathrm{~cm}^{2} \) 
Wrong Answer Text: \( 5 \mathrm{~cm}^{2} \)",584
6822,Adds when calculating area instead of multiplying,"Question Text: Each square is \( 1 \mathrm{~cm} \) by \( 1 \mathrm{~cm} \)

What is the area of this shape? ![A 6 by 5 centimetre squared grid. A purple right angled triangle is drawn on the grid with a base of 3cm and a perpendicular height of 3cm.]() 
Correct Answer Text: \( 4.5 \mathrm{~cm}^{2} \) 
Wrong Answer Text: \( 3 \mathrm{~cm}^{2} \)",828
6823,Does not divide by 2 when calculating the area of a triangle,"Question Text: Each square is \( 1 \mathrm{~cm} \) by \( 1 \mathrm{~cm} \)

What is the area of this shape? ![A 6 by 5 centimetre squared grid. A purple right angled triangle is drawn on the grid with a base of 3cm and a perpendicular height of 3cm.]() 
Correct Answer Text: \( 4.5 \mathrm{~cm}^{2} \) 
Wrong Answer Text: \( 9 \mathrm{~cm}^{2} \)",159
6824,Believes that the compensation strategy for the multiplication of 2 numbers can only be used one way round.,"Question Text: Tom and Katie are discussing ways to calculate \( 49 \times 9 \) mentally
Tom multiplies \( 49 \) by \( 10 \) and then subtracts \( 49 \) from the answer.
Katie does \( 50 \times 9 \) and then subtracts \( 9 \) from the answer
Who would get the correct answer? 
Correct Answer Text: Both Tom and Katie 
Wrong Answer Text: Only Tom",1811
6825,Believes that the compensation strategy for the multiplication of 2 numbers can only be used one way round.,"Question Text: Tom and Katie are discussing ways to calculate \( 49 \times 9 \) mentally
Tom multiplies \( 49 \) by \( 10 \) and then subtracts \( 49 \) from the answer.
Katie does \( 50 \times 9 \) and then subtracts \( 9 \) from the answer
Who would get the correct answer? 
Correct Answer Text: Both Tom and Katie 
Wrong Answer Text: Only
Katie",1811
6826,Does not think that the compensation strategy for the multiplication of 2 numbers is valid.,"Question Text: Tom and Katie are discussing ways to calculate \( 49 \times 9 \) mentally
Tom multiplies \( 49 \) by \( 10 \) and then subtracts \( 49 \) from the answer.
Katie does \( 50 \times 9 \) and then subtracts \( 9 \) from the answer
Who would get the correct answer? 
Correct Answer Text: Both Tom and Katie 
Wrong Answer Text: Neither is correct",1066
6827,Forgotten that anything to the power of 0 equals 1,"Question Text: \( (16)^{0}=? \) 
Correct Answer Text: \( 1 \) 
Wrong Answer Text: \( 16 \)",1920
6828,Forgotten that anything to the power of 0 equals 1,"Question Text: \( (16)^{0}=? \) 
Correct Answer Text: \( 1 \) 
Wrong Answer Text: \( 0 \)",1920
6829,Forgotten that anything to the power of 0 equals 1,"Question Text: \( (16)^{0}=? \) 
Correct Answer Text: \( 1 \) 
Wrong Answer Text: You cannot have a power of \( 0 \)",1920
6830,"When reading integers on a number line, assumes each dash is 10","Question Text: What number is the arrow pointing to? ![Number line from 100 to 200 with an arrow pointing to the value 145]() 
Correct Answer Text: \( 145 \) 
Wrong Answer Text: \( 140 \)",2035
6831,"When reading integers on a number line, assumes each dash is 1","Question Text: What number is the arrow pointing to? ![Number line from 100 to 200 with an arrow pointing to the value 145]() 
Correct Answer Text: \( 145 \) 
Wrong Answer Text: \( 149 \)",2053
6832,"When reading integers on a number line, assumes each dash is 2","Question Text: What number is the arrow pointing to? ![Number line from 100 to 200 with an arrow pointing to the value 145]() 
Correct Answer Text: \( 145 \) 
Wrong Answer Text: \( 148 \)",1103
6833,"When multiplying decimals, divides by the wrong power of 10 when reinserting the decimal","Question Text: \( 0.01^{3}= \) 
Correct Answer Text: \( 0.000001 \) 
Wrong Answer Text: \( 0.0001 \)",2481
6834,Believes cubing a number means you multiply it by 3,"Question Text: \( 0.01^{3}= \) 
Correct Answer Text: \( 0.000001 \) 
Wrong Answer Text: \( 0.03 \)",438
6835,"When multiplying decimals, divides by the wrong power of 10 when reinserting the decimal","Question Text: \( 0.01^{3}= \) 
Correct Answer Text: \( 0.000001 \) 
Wrong Answer Text: \( 0.00001 \)",2481
6836,Believes you can have decimals in a simplified fraction,"Question Text: Tom and Katie are arguing about how to leave answers to some fractions questions they are working on.

Tom says he is going to leave one of his answers as \( \frac{143}{2} \)

Katie says she is going to leave one of her answers as \( \frac{4.2}{9} \)

Who is correct? 
Correct Answer Text: Only Tom 
Wrong Answer Text: Only Katie",1358
6837,Believes you can have decimals in a simplified fraction,"Question Text: Tom and Katie are arguing about how to leave answers to some fractions questions they are working on.

Tom says he is going to leave one of his answers as \( \frac{143}{2} \)

Katie says she is going to leave one of her answers as \( \frac{4.2}{9} \)

Who is correct? 
Correct Answer Text: Only Tom 
Wrong Answer Text: Both Tom and Katie",1358
6838,Does not know that you can leave a fraction in improper form,"Question Text: Tom and Katie are arguing about how to leave answers to some fractions questions they are working on.

Tom says he is going to leave one of his answers as \( \frac{143}{2} \)

Katie says she is going to leave one of her answers as \( \frac{4.2}{9} \)

Who is correct? 
Correct Answer Text: Only Tom 
Wrong Answer Text: Neither is correct",820
6839,Divides by the order of the root,"Question Text: \( \sqrt[3]{27}=? \) 
Correct Answer Text: \( 3 \) 
Wrong Answer Text: \( 9 \)",414
6840,Has multiplied by the root power,"Question Text: \( \sqrt[3]{27}=? \) 
Correct Answer Text: \( 3 \) 
Wrong Answer Text: \( 81 \)",146
6841,Confuses corresponding and vertically opposite angles,"Question Text: \( \mathrm{M} \) and \( \mathrm{N} \) are the intersections of the line \( X Y \) with the lines \( P Q \) and \( R S \).
Which angle is corresponding to angle QMY? ![A pair of parallel lines pointing up to the left. PQ and RS are the ends of the parallel lines. PQ is on the left of the diagram with Q being the top left.
A red straight line, XY, crosses the parallel lines. X is on the left of the diagram.
Line XY crosses line PQ at a point marked M.
Line XY crosses line RS at a point marked N.
The angle QMY is marked in red.]() 
Correct Answer Text: SNY 
Wrong Answer Text: XMP",625
6842,Confuses co-interior and corresponding angles,"Question Text: \( \mathrm{M} \) and \( \mathrm{N} \) are the intersections of the line \( X Y \) with the lines \( P Q \) and \( R S \).
Which angle is corresponding to angle QMY? ![A pair of parallel lines pointing up to the left. PQ and RS are the ends of the parallel lines. PQ is on the left of the diagram with Q being the top left.
A red straight line, XY, crosses the parallel lines. X is on the left of the diagram.
Line XY crosses line PQ at a point marked M.
Line XY crosses line RS at a point marked N.
The angle QMY is marked in red.]() 
Correct Answer Text: SNY 
Wrong Answer Text: SNX",2336
6843,Confuses corresponding and alternate angles,"Question Text: \( \mathrm{M} \) and \( \mathrm{N} \) are the intersections of the line \( X Y \) with the lines \( P Q \) and \( R S \).
Which angle is corresponding to angle QMY? ![A pair of parallel lines pointing up to the left. PQ and RS are the ends of the parallel lines. PQ is on the left of the diagram with Q being the top left.
A red straight line, XY, crosses the parallel lines. X is on the left of the diagram.
Line XY crosses line PQ at a point marked M.
Line XY crosses line RS at a point marked N.
The angle QMY is marked in red.]() 
Correct Answer Text: SNY 
Wrong Answer Text: XNR",2454
6844,Confuses factors and multiples,"Question Text: A common factor of \( 8 \) and \( 20 \) is... 
Correct Answer Text: \( 4 \) 
Wrong Answer Text: \( 40 \)",710
6845,"Does not know the meaning of common, eg. common factor","Question Text: A common factor of \( 8 \) and \( 20 \) is... 
Correct Answer Text: \( 4 \) 
Wrong Answer Text: \( 20 \)",1693
6846,"Does not know the meaning of common, eg. common factor","Question Text: A common factor of \( 8 \) and \( 20 \) is... 
Correct Answer Text: \( 4 \) 
Wrong Answer Text: \( 8 \)",1693
6847,"Thinks the movement of the top number in a column vector is vertical, and the bottom number is horizontal rather than the other way round","Question Text: Which vector correctly describes the translation that maps object \( P \) onto object \( Q \)? ![The image shows a pair of axes and two congruent trapezia labelled P and Q. Trapezium P has vertices at (1, 7), (2, 9), (4, 9), (5, 7). Trapezium Q has vertices at (3, 3), (4, 5), (6, 5), (7, 3).]() 
Correct Answer Text: \( \left(\begin{array}{c}2 \\ -4\end{array}\right) \) 
Wrong Answer Text: \( \left(\begin{array}{c}-4 \\ 2\end{array}\right) \)",905
6848,"When describing a translation, goes from the image to the original","Question Text: Which vector correctly describes the translation that maps object \( P \) onto object \( Q \)? ![The image shows a pair of axes and two congruent trapezia labelled P and Q. Trapezium P has vertices at (1, 7), (2, 9), (4, 9), (5, 7). Trapezium Q has vertices at (3, 3), (4, 5), (6, 5), (7, 3).]() 
Correct Answer Text: \( \left(\begin{array}{c}2 \\ -4\end{array}\right) \) 
Wrong Answer Text: \( \left(\begin{array}{c}-2 \\ 4\end{array}\right) \)",1265
6849,Does not know the meaning of perpendicular,"Question Text: ![An image of 8 line segments on a square grid. AB is a vertical line measuring 4 units. CD is a vertical line measuring 2 units. EF is a diagonal line with a positive gradient of 4. GH is a diagonal line with a negative gradient of -4. IJ is a horizontal line measuring 3 units. KL is a diagonal line with a negative gradient of -1. MN is a diagonal line with a positive gradient of 1. OP is a diagonal line with a positive gradient of 4.]() Which line segment is perpendicular to \( \mathrm{MN} \) ? 
Correct Answer Text: \( \mathrm{KL} \) 
Wrong Answer Text: \( \mathrm{GH} \)",1513
6850,Confuses the meaning of perpendicular and vertical ,"Question Text: ![An image of 8 line segments on a square grid. AB is a vertical line measuring 4 units. CD is a vertical line measuring 2 units. EF is a diagonal line with a positive gradient of 4. GH is a diagonal line with a negative gradient of -4. IJ is a horizontal line measuring 3 units. KL is a diagonal line with a negative gradient of -1. MN is a diagonal line with a positive gradient of 1. OP is a diagonal line with a positive gradient of 4.]() Which line segment is perpendicular to \( \mathrm{MN} \) ? 
Correct Answer Text: \( \mathrm{KL} \) 
Wrong Answer Text: \( C D \)",83
6851,Does not know the meaning of perpendicular,"Question Text: ![An image of 8 line segments on a square grid. AB is a vertical line measuring 4 units. CD is a vertical line measuring 2 units. EF is a diagonal line with a positive gradient of 4. GH is a diagonal line with a negative gradient of -4. IJ is a horizontal line measuring 3 units. KL is a diagonal line with a negative gradient of -1. MN is a diagonal line with a positive gradient of 1. OP is a diagonal line with a positive gradient of 4.]() Which line segment is perpendicular to \( \mathrm{MN} \) ? 
Correct Answer Text: \( \mathrm{KL} \) 
Wrong Answer Text: OP",1513
6852,Finds total instead of difference when asked 'How many more',"Question Text: The bar chart shows the number of students in each year group who study French, Spanish and Chinese.

How many more Year \( 7 s \) than Year 8s study Chinese? ![An image of a bar chart with bars striped red and white for French, blue for Spanish and white for Chinese. The x-axis is marked 'year group' with options 7-11, and the y-axis is marked 'number of children'. ]() 
Correct Answer Text: \( 35 \) 
Wrong Answer Text: \( 85 \)",673
6853,Thinks that if two lines do not intersect on a diagram then they will never intersect and are therefore parallel,"Question Text: Tom and Katie are discussing this pair of lines
Tom says they are parallel
Katie says they are perpendicular
Who do you agree with? ![Two blue lines, each with a small red line marked across them about halfway up. The two blue lines do not touch, but they are closer together at one end.]() 
Correct Answer Text: Neither is correct 
Wrong Answer Text: Only
Tom",281
6854,Believes any lines that cross are perpendicular,"Question Text: Tom and Katie are discussing this pair of lines
Tom says they are parallel
Katie says they are perpendicular
Who do you agree with? ![Two blue lines, each with a small red line marked across them about halfway up. The two blue lines do not touch, but they are closer together at one end.]() 
Correct Answer Text: Neither is correct 
Wrong Answer Text: Only Katie",1419
6855,Believes a negative power results in a negative answer,"Question Text: This is a part of the table of values for the equation \( \boldsymbol{y}=\mathbf{2}^{\boldsymbol{x}} \) \begin{tabular}{|c|c|}
\hline\( x \) & \( -5 \) \\
\hline\( y \) & \(\color{gold}\bigstar\) \\
\hline
\end{tabular} What should replace the star? 
Correct Answer Text: \( \frac{1}{32} \) 
Wrong Answer Text: \( -32 \)",433
6856,Believes a negative power results in a negative answer,"Question Text: This is a part of the table of values for the equation \( \boldsymbol{y}=\mathbf{2}^{\boldsymbol{x}} \) \begin{tabular}{|c|c|}
\hline\( x \) & \( -5 \) \\
\hline\( y \) & \(\color{gold}\bigstar\) \\
\hline
\end{tabular} What should replace the star? 
Correct Answer Text: \( \frac{1}{32} \) 
Wrong Answer Text: \( -\frac{1}{32} \)",433
6857,Multiplies by the index,"Question Text: This is a part of the table of values for the equation \( \boldsymbol{y}=\mathbf{2}^{\boldsymbol{x}} \) \begin{tabular}{|c|c|}
\hline\( x \) & \( -5 \) \\
\hline\( y \) & \(\color{gold}\bigstar\) \\
\hline
\end{tabular} What should replace the star? 
Correct Answer Text: \( \frac{1}{32} \) 
Wrong Answer Text: \( -10 \)",1072
6858,"When asked for the next term in the sequence subtracts one from the last term given, despite the sequence not going down in ones.","Question Text: \( \begin{array}{llll}7.5, & 6.6, & 5.7, & ?\end{array} \)

What is the next term in this linear sequence? 
Correct Answer Text: \( 4.8 \) 
Wrong Answer Text: \( 4.7 \)",2317
6859,Does not recognise that a linear sequence must increase or decrease by same amount,"Question Text: \( \begin{array}{llll}7.5, & 6.6, & 5.7, & ?\end{array} \)

What is the next term in this linear sequence? 
Correct Answer Text: \( 4.8 \) 
Wrong Answer Text: \( 4.9 \)",1198
6860,Misinterprets the meaning of angles on a straight line angle fact,"Question Text: What is the value of the angle marked \( \mathbf{\square} \) ? ![Image showing three vertices of a polygon. We do not see how many sides the polygon has. The angles shown are marked 20 degrees, 120 degrees and the third is marked with a square.]() 
Correct Answer Text: Impossible to say 
Wrong Answer Text: \( 60^{\circ} \)",1707
6861,Thinks angles which look the same on diagram will be equal,"Question Text: What is the value of the angle marked \( \mathbf{\square} \) ? ![Image showing three vertices of a polygon. We do not see how many sides the polygon has. The angles shown are marked 20 degrees, 120 degrees and the third is marked with a square.]() 
Correct Answer Text: Impossible to say 
Wrong Answer Text: \( 120^{\circ} \)",1321
6862,Misinterprets the meaning of angles on a straight line angle fact,"Question Text: What is the value of the angle marked \( \mathbf{\square} \) ? ![Image showing three vertices of a polygon. We do not see how many sides the polygon has. The angles shown are marked 20 degrees, 120 degrees and the third is marked with a square.]() 
Correct Answer Text: Impossible to say 
Wrong Answer Text: \( 40^{\circ} \)",1707
6863,Believes that dividing by a decimal is the same as dividing by its reciprocal,"Question Text: Estimate the value of
\(
\frac{4.12 \times 18.3}{0.226}
\) 
Correct Answer Text: \( 400 \) 
Wrong Answer Text: \( 16 \)",2542
6864,Rounds to the nearest integer when estimating,"Question Text: Estimate the value of
\(
\frac{4.12 \times 18.3}{0.226}
\) 
Correct Answer Text: \( 400 \) 
Wrong Answer Text: \( 360 \)",1705
6865,Does not know the meaning of the word parallel,"Question Text: What is the name given to the red line that intersects the two dashed lines? ![Shows two straight horizontal dashed lines that are converging and are both intersected by a solid red line]() 
Correct Answer Text: Transversal 
Wrong Answer Text: Parallel",114
6866,Does not know the meaning of corresponding,"Question Text: What is the name given to the red line that intersects the two dashed lines? ![Shows two straight horizontal dashed lines that are converging and are both intersected by a solid red line]() 
Correct Answer Text: Transversal 
Wrong Answer Text: Corresponding",933
6867,Does not know the meaning of alternate,"Question Text: What is the name given to the red line that intersects the two dashed lines? ![Shows two straight horizontal dashed lines that are converging and are both intersected by a solid red line]() 
Correct Answer Text: Transversal 
Wrong Answer Text: Alternate",1528
6868,Thinks 1 cubic metre = 1000 cubic centimetres,"Question Text: \(
1 m^3 =\bigstar cm^3
\)

What should replace the star? 
Correct Answer Text: \( 1000000 \) 
Wrong Answer Text: \( 1000 \)",962
6869,Does not cube the conversion factor when converting cubed units,"Question Text: \(
1 m^3 =\bigstar cm^3
\)

What should replace the star? 
Correct Answer Text: \( 1000000 \) 
Wrong Answer Text: \( 100 \)",2514
6870,Does not cube the conversion factor when converting cubed units,"Question Text: \(
1 m^3 =\bigstar cm^3
\)

What should replace the star? 
Correct Answer Text: \( 1000000 \) 
Wrong Answer Text: \( 10000 \)",2514
6871,Confuses isosceles and equilateral triangles,"Question Text: An isosceles triangle must have ... 
Correct Answer Text: two sides of equal length and two equal angles. 
Wrong Answer Text: three \( 60^{\circ} \) angles.",1176
6872,Confuses isosceles and right angle triangles,"Question Text: An isosceles triangle must have ... 
Correct Answer Text: two sides of equal length and two equal angles. 
Wrong Answer Text: a right angle.",1970
6873,Confuses isosceles and equilateral triangles,"Question Text: An isosceles triangle must have ... 
Correct Answer Text: two sides of equal length and two equal angles. 
Wrong Answer Text: three equal side lengths.",1176
6874,"Does not realise that two letters together, or a number and letter together, are multiplying","Question Text: Tom and Katie are discussing this function machine ![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""m"" written inside it. The middle rectangle is empty and the final rectangle has ""output"" written above it and ""4m"" written inside it.]() Tom says the function could be \( +3 m \)

Katie says the function could be \( \times 4 \)

Who do you agree with? 
Correct Answer Text: Both Tom and Katie 
Wrong Answer Text: Only Tom",2504
6875,Does not understand when like terms can be collected,"Question Text: Tom and Katie are discussing this function machine ![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""m"" written inside it. The middle rectangle is empty and the final rectangle has ""output"" written above it and ""4m"" written inside it.]() Tom says the function could be \( +3 m \)

Katie says the function could be \( \times 4 \)

Who do you agree with? 
Correct Answer Text: Both Tom and Katie 
Wrong Answer Text: Only Katie",436
6876,"Does not realise that two letters together, or a number and letter together, are multiplying","Question Text: Tom and Katie are discussing this function machine ![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""m"" written inside it. The middle rectangle is empty and the final rectangle has ""output"" written above it and ""4m"" written inside it.]() Tom says the function could be \( +3 m \)

Katie says the function could be \( \times 4 \)

Who do you agree with? 
Correct Answer Text: Both Tom and Katie 
Wrong Answer Text: Neither is correct",2504
6877,"When ordering integers, orders from the digits at the end of the number instead of the digits at the start","Question Text: Which symbol makes the following statement correct?
\[
1,959,909 \quad
 \square \quad
1,995,902
\] 
Correct Answer Text: \( < \) 
Wrong Answer Text: \( > \)",1365
6878,Does not understand inequality notation,"Question Text: Which symbol makes the following statement correct?
\[
1,959,909 \quad
 \square \quad
1,995,902
\] 
Correct Answer Text: \( < \) 
Wrong Answer Text: \( = \)",1828
6879,Does not understand inequality notation,"Question Text: Which symbol makes the following statement correct?
\[
1,959,909 \quad
 \square \quad
1,995,902
\] 
Correct Answer Text: \( < \) 
Wrong Answer Text: None of these",1828
6880,Believes a direct proportion graph is a horizontal line,"Question Text: \( £ 1 \) is \( 1.5 \) US dollars.
Which of these graphs shows the value of up to \( £ 10 \) in US dollars? 
Correct Answer Text: ![A straight line graph from the origin. Y axis labelled US dollars extending to 15, x axis labelled pounds extending to 10]() 
Wrong Answer Text: ![A straight horizontal line graph from 15 on the y axis. Y axis labelled US dollars extending to 15, x axis labelled pounds extending to 10]()",2371
6881,Believes a direct proportion graph does not have to start at the origin,"Question Text: \( £ 1 \) is \( 1.5 \) US dollars.
Which of these graphs shows the value of up to \( £ 10 \) in US dollars? 
Correct Answer Text: ![A straight line graph from the origin. Y axis labelled US dollars extending to 15, x axis labelled pounds extending to 10]() 
Wrong Answer Text: ![A straight line graph from approx 5 on the y axis. Y axis labelled US dollars extending to 15, x axis labelled pounds extending to 10]()",300
6882,Does not work out all possibilites when given an 'at least' question in probability,"Question Text: There are \( 4 \) red balls and \( 3 \) yellow balls in a cup ![A cup with 4 red and 3 yellow balls in it. The balls are all the same size.]() Kate picks out two balls at the same time.

What is the probability at least one ball is red? 
Correct Answer Text: \( \frac{36}{42} \) 
Wrong Answer Text: \( \frac{12}{42} \)",111
6883,Does not work out all possibilites when given an 'at least' question in probability,"Question Text: There are \( 4 \) red balls and \( 3 \) yellow balls in a cup ![A cup with 4 red and 3 yellow balls in it. The balls are all the same size.]() Kate picks out two balls at the same time.

What is the probability at least one ball is red? 
Correct Answer Text: \( \frac{36}{42} \) 
Wrong Answer Text: \( \frac{24}{42} \)",111
6884,Adds the numerators when working out a combined probability,"Question Text: There are \( 4 \) red balls and \( 3 \) yellow balls in a cup ![A cup with 4 red and 3 yellow balls in it. The balls are all the same size.]() Kate picks out two balls at the same time.

What is the probability at least one ball is red? 
Correct Answer Text: \( \frac{36}{42} \) 
Wrong Answer Text: \( \frac{37}{42} \)",965
6885,Believes the negative of a positive squared (where there are no brackets) gives a positive answer,"Question Text: What answer would your calculator give if you typed in \(-5^{2}\) ![A scientific calculator]() 
Correct Answer Text: \( -25 \) 
Wrong Answer Text: \( 25 \)",621
6886,Has multiplied the base number and the power,"Question Text: What answer would your calculator give if you typed in \(-5^{2}\) ![A scientific calculator]() 
Correct Answer Text: \( -25 \) 
Wrong Answer Text: \( -10 \)",1792
6887,"Believes change in y for gradient is always calculated from the origin, regardless of the y-intercept of the line","Question Text: The cost of a taxi-ride is shown on the graph.

What is the cost per mile? ![The graph is Cost (£) on the vertical axis and Distance (miles) on the horizontal axis. The graph is a straight line from (0, 2) to (5, 6)]() 
Correct Answer Text: \( £ 0.80 \) 
Wrong Answer Text: \( £ 1.20 \)",2280
6888,"When reading graph, chooses nearest marked value on axis instead of reading accurately","Question Text: The cost of a taxi-ride is shown on the graph.

What is the cost per mile? ![The graph is Cost (£) on the vertical axis and Distance (miles) on the horizontal axis. The graph is a straight line from (0, 2) to (5, 6)]() 
Correct Answer Text: \( £ 0.80 \) 
Wrong Answer Text: \( £ 1 \)",2095
6889,"When using a function machine, confuses the input and the output.","Question Text: Cally wants to use the function machine below to solve this problem:

I think of a number, double it, subtract 5, and the answer is \( 23 \).

Which of the following should replace the star? ![A function machine with 4 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and has ""input"" written above it. The next 2 rectangles are empty and the final rectangle on the right has a purple star inside it and has ""output"" written above it.]() 
Correct Answer Text: \( 23 \) 
Wrong Answer Text: \( n \)",2389
6890,Does not understand where to place inputs/ operations/ outputs when drawing a function machine,"Question Text: Cally wants to use the function machine below to solve this problem:

I think of a number, double it, subtract 5, and the answer is \( 23 \).

Which of the following should replace the star? ![A function machine with 4 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and has ""input"" written above it. The next 2 rectangles are empty and the final rectangle on the right has a purple star inside it and has ""output"" written above it.]() 
Correct Answer Text: \( 23 \) 
Wrong Answer Text: \( \times 2 \)",931
